country_region_code;country_region;sub_region_1;iso_3166_2_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-12;54;89;51;43;45;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-13;56;81;44;50;27;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-14;46;93;42;37;45;11
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-15;64;97;53;53;38;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-16;60;95;55;50;34;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-17;63;82;60;46;33;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-18;54;81;61;42;28;11
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-19;56;86;67;40;43;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-20;60;83;57;53;28;11
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-21;47;83;54;30;44;11
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-22;59;92;53;46;34;10
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-23;61;93;53;35;33;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-24;58;70;53;52;33;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-25;54;88;55;44;30;10
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-26;59;95;61;42;44;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-27;60;96;57;50;31;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-28;47;91;55;28;48;10
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-29;56;87;47;42;37;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-30;58;98;44;47;37;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-08-31;57;78;48;51;33;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-01;54;91;44;46;31;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-02;57;89;40;47;45;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-03;54;79;40;44;27;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-04;50;86;55;34;47;7
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-05;55;84;49;30;40;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-06;52;87;44;46;37;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-07;52;71;57;31;36;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-08;47;75;49;35;33;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-09;49;81;48;37;47;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-10;41;68;34;46;27;10
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-11;33;77;34;30;48;10
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-12;59;84;48;36;42;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-13;50;78;40;44;38;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-14;65;77;78;45;37;3
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-15;89;92;0;34;-29;16
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-16;62;82;66;27;-11;16
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-17;50;70;51;43;24;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-18;33;66;41;38;41;10
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-19;49;66;51;49;32;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-20;50;67;46;52;33;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-21;53;63;55;36;32;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-22;44;49;41;39;22;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-23;43;61;43;42;25;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-24;48;65;42;54;24;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-25;39;70;39;30;39;9
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-26;54;68;53;45;37;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-27;57;65;41;43;34;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-28;58;48;60;29;33;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-29;52;57;47;41;31;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-09-30;60;72;57;49;47;3
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-01;59;63;45;62;31;7
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-02;45;76;43;33;41;8
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-03;57;68;53;44;42;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-04;61;70;50;45;36;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-05;59;58;55;35;36;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-06;55;65;46;34;37;5
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-07;58;64;58;34;51;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-08;54;61;47;47;30;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-09;19;56;13;24;46;10
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-10;8;24;7;32;-14;24
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-11;42;63;37;33;14;11
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-12;52;58;53;39;36;4
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-13;44;59;49;26;32;6
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-14;54;69;45;33;51;3
SV;El Salvador;La Paz Department;SV-PA;ChIJnYCx7pysfI8RLfSQ-ywD4Uw;2022-10-15;56;72;50;45;36;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-01;-5;0;22;0;-66;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-02;0;0;21;0;-35;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-03;43;0;4;0;-17;-8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-04;0;0;7;0;-17;-6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-05;0;0;14;0;-12;-6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-06;0;0;7;0;-11;-6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-07;42;0;-3;0;-6;-5
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-08;39;0;-5;0;-12;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-09;0;0;8;0;-25;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-10;42;0;-7;0;-11;-5
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-11;0;0;3;0;-10;-6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-12;41;0;10;0;-12;-5
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-13;41;0;12;0;-11;-4
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-14;46;0;-2;0;-6;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-15;38;0;-2;0;-7;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-16;0;0;-2;0;-21;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-17;43;0;-3;0;-9;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-18;41;0;1;0;-17;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-19;41;0;15;0;-13;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-20;39;0;0;0;-13;-1
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-21;43;0;-14;0;-8;-1
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-22;42;0;-14;0;-8;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-23;0;0;-4;0;-24;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-24;41;0;-14;0;-10;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-25;39;0;-6;0;-15;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-26;36;0;-1;0;-10;-1
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-27;43;0;-8;0;-10;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-28;39;0;-15;0;-3;-1
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-29;40;0;-5;0;-4;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-30;0;0;-12;0;-22;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-01-31;35;0;-11;0;-3;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-01;38;0;-3;0;-8;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-02;39;0;1;0;-6;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-03;36;0;-4;0;-5;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-04;41;0;-12;0;0;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-05;38;0;-16;0;-2;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-06;0;0;-12;0;-16;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-07;38;0;-10;0;-1;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-08;37;0;-4;0;-2;-4
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-09;0;0;1;0;-4;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-10;0;0;-6;0;-3;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-11;45;0;-14;0;2;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-12;42;0;-16;0;-5;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-13;0;0;-6;0;-18;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-14;0;0;-1;0;3;-5
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-15;39;0;-4;0;-1;-4
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-16;40;0;0;0;-2;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-17;40;0;-10;0;3;-4
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-18;43;0;-17;0;8;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-19;43;0;-15;0;2;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-20;0;0;-6;0;-13;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-21;38;0;-12;0;5;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-22;36;0;-4;0;5;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-23;41;0;3;0;5;-4
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-24;0;0;-7;0;6;-4
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-25;44;0;-13;0;13;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-26;44;0;-15;0;-1;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-27;0;0;-9;0;-15;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-02-28;40;0;-13;0;11;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-01;39;0;0;0;6;-2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-02;0;0;0;0;8;-3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-03;42;0;-4;0;14;-1
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-04;44;0;-13;0;16;3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-05;46;0;-9;0;0;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-06;0;0;-3;0;-11;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-07;38;0;-8;0;14;2
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-08;0;0;-6;0;12;3
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-09;0;0;-4;0;11;5
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-10;0;0;1;0;12;5
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-11;45;0;-10;0;21;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-12;44;0;-15;0;7;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-13;0;0;-7;0;-9;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-14;36;0;-9;0;15;9
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-15;39;0;-1;0;15;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-16;0;0;1;0;15;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-17;43;0;-8;0;13;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-18;42;0;-9;0;17;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-19;43;0;-11;0;2;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-20;0;0;-5;0;-9;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-21;42;0;-8;0;15;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-22;0;0;-3;0;16;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-23;39;0;-1;0;16;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-24;0;0;-4;0;15;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-25;45;0;-11;0;19;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-26;45;0;-3;0;0;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-27;0;0;-11;0;-15;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-28;35;0;-16;0;17;10
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-29;35;0;-6;0;15;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-30;40;0;-11;0;16;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-03-31;41;0;-11;0;16;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-01;42;0;-14;0;17;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-02;41;0;-13;0;3;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-03;0;0;-1;0;-12;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-04;35;0;-12;0;15;9
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-05;35;0;-3;0;14;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-06;40;0;-7;0;14;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-07;41;0;-7;0;14;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-08;46;0;-13;0;15;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-09;47;0;-9;0;5;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-10;0;0;2;0;-5;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-11;0;0;13;0;-11;10
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-12;0;0;19;0;-14;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-13;0;0;37;0;-16;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-14;0;0;49;0;-37;11
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-15;18;0;31;0;-59;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-16;16;0;30;0;-52;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-17;0;0;10;0;-23;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-18;0;0;-3;0;-9;11
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-19;0;0;0;0;11;5
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-20;0;0;-4;0;13;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-21;40;0;-5;0;15;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-22;39;0;-10;0;17;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-23;42;0;-8;0;5;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-24;0;0;-2;0;-5;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-25;40;0;-9;0;15;9
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-26;39;0;-10;0;12;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-27;0;0;-1;0;10;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-28;42;0;-7;0;15;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-29;46;0;-9;0;18;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-04-30;45;0;-15;0;3;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-01;0;0;-6;0;-13;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-02;39;0;-11;0;14;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-03;40;0;-7;0;12;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-04;39;0;-8;0;13;7
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-05;41;0;-11;0;13;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-06;38;0;-17;0;16;8
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-07;44;0;-20;0;1;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-08;0;0;-10;0;-12;0
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-09;0;0;-2;0;11;6
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-10;0;0;24;0;-33;9
SV;El Salvador;La Unión Department;SV-UN;ChIJy6O9EC40ZY8R4URqXg0Kxn8;2022-05-11;38;0;2;0;12;6
